09/09/2019,6.9
10/09/2019,5.5
11/09/2019,3.1
12/09/2019,2.4
13/09/2019,3.7
14/09/2019,4.3
15/09/2019,2.8
16/09/2019,3.3
17/09/2019,6.3
18/09/2019,6
19/09/2019,4.5
20/09/2019,4.6
21/09/2019,3
22/09/2019,2.7
23/09/2019,4.5
24/09/2019,3.1
25/09/2019,3.8
26/09/2019,3.4
27/09/2019,5.4
28/09/2019,5.3
29/09/2019,4.2
30/09/2019,6.1
01/10/2019,4.9
02/10/2019,10.6
03/10/2019,10.1
04/10/2019,6.8
05/10/2019,6.7
06/10/2019,6
07/10/2019,7.2
08/10/2019,6.8
09/10/2019,8.5
10/10/2019,7.1
11/10/2019,5.1
12/10/2019,8.3
13/10/2019,6.9
14/10/2019,7.8
15/10/2019,7.8
16/10/2019,7.5
17/10/2019,9
18/10/2019,8.4
19/10/2019,9
20/10/2019,10.7
21/10/2019,8.9
22/10/2019,9.2
23/10/2019,9.3
24/10/2019,8.5
25/10/2019,7.3
26/10/2019,7.2
27/10/2019,13.2
28/10/2019,12.6
29/10/2019,11.4
30/10/2019,11.2
31/10/2019,11.3
01/11/2019,6.7
02/11/2019,8.8
03/11/2019,11
04/11/2019,10.7
05/11/2019,10.4
06/11/2019,13.2
07/11/2019,12.4
08/11/2019,14.5
09/11/2019,15.2
10/11/2019,12.8
11/11/2019,13.1
12/11/2019,13.7
13/11/2019,13.4
14/11/2019,15
15/11/2019,13.6
16/11/2019,13.8
17/11/2019,13.7
18/11/2019,14.5
19/11/2019,15.9
20/11/2019,14.5
21/11/2019,15.3
22/11/2019,11.8
23/11/2019,10.6
24/11/2019,10.8
25/11/2019,9.1
26/11/2019,8.7
27/11/2019,9.9
28/11/2019,11.9
29/11/2019,15.6
30/11/2019,15.9
01/12/2019,15.7
02/12/2019,17.5
03/12/2019,13.9
04/12/2019,14.8
05/12/2019,13.3
06/12/2019,9
07/12/2019,10.3
08/12/2019,11
09/12/2019,13.1
10/12/2019,12.6
11/12/2019,15
12/12/2019,14.1
13/12/2019,13.1
14/12/2019,14
15/12/2019,13
16/12/2019,12.9
17/12/2019,13.5
18/12/2019,13
19/12/2019,8.8
20/12/2019,12.1
21/12/2019,12
22/12/2019,12
23/12/2019,11.8
24/12/2019,10.6
25/12/2019,13.9
26/12/2019,12.6
27/12/2019,13.3
28/12/2019,11.8
29/12/2019,12.7
30/12/2019,12.5
31/12/2019,11.8
